Cargo_ID,Cargo_Type,Source,Destination,Tons,Revenue
2196,Cement,Mumbai,Ahmedabad,2325,183356
2197,Fertilizer,Jaipur,Mumbai,1678,194361
2198,Cement,Surat,Ahmedabad,2372,203521
2199,Container,Ahmedabad,Mumbai,1828,259174
2200,Steel,Kolkata,Lucknow,3745,506603
2201,Limestone,Delhi,Jaipur,3017,309257
2202,Fertilizer,Mumbai,Jaipur,2725,285262
2203,Cement,Jaipur,Kolkata,535,77212
2204,Coal,Delhi,Jharkhand,3093,294715
2205,Fertilizer,Delhi,Mumbai,1202,102893
2206,Limestone,Jharkhand,Bangalore,1187,114763
2207,Limestone,Jharkhand,Delhi,2689,214702
2208,Limestone,Kolkata,Lucknow,2124,234924
2209,Limestone,Mumbai,Chennai,2166,157847
2210,Container,Jaipur,Mumbai,2989,521604
2211,Steel,Bangalore,Kolkata,4855,633868
2212,Coal,Mumbai,Kolkata,4965,438530
2213,Fertilizer,Mumbai,Lucknow,3301,298700
2214,Coal,Jaipur,Bangalore,2240,169310
2215,Cement,Delhi,Jharkhand,4523,394337
2216,Steel,Lucknow,Jharkhand,2810,374803
2217,Fertilizer,Lucknow,Surat,2012,222071
2218,Fertilizer,Surat,Chennai,3341,365513
2219,Limestone,Mumbai,Bangalore,3673,311545
2220,Steel,Jaipur,Ahmedabad,2654,374384
2221,Container,Ahmedabad,Kolkata,3324,519032
2222,Limestone,Jharkhand,Lucknow,4562,463442
2223,Cement,Chennai,Lucknow,4885,370302
2224,Cement,Jharkhand,Lucknow,4704,353725
2225,Fertilizer,Jaipur,Bangalore,4610,484177
2226,Cement,Kolkata,Bangalore,1734,141974
2227,Cement,Kolkata,Jaipur,3444,256891
2228,Cement,Surat,Jharkhand,2278,190655
2229,Coal,Mumbai,Chennai,1383,145767
2230,Cement,Ahmedabad,Jaipur,1316,108022
2231,Steel,Jaipur,Ahmedabad,4875,708185
2232,Fertilizer,Lucknow,Mumbai,1878,224665
2233,Cement,Delhi,Jaipur,4877,364333
2234,Container,Chennai,Lucknow,2739,416474
2235,Fertilizer,Chennai,Bangalore,2506,287602
2236,Fertilizer,Surat,Chennai,4511,472038
2237,Limestone,Mumbai,Jaipur,3357,297194
2238,Cement,Kolkata,Jaipur,3334,262220
2239,Fertilizer,Bangalore,Lucknow,568,35054
2240,Limestone,Jharkhand,Ahmedabad,1593,166988
2241,Fertilizer,Mumbai,Lucknow,1369,93579
2242,Limestone,Jaipur,Mumbai,875,32279
2243,Limestone,Mumbai,Surat,1646,101327
2244,Cement,Delhi,Kolkata,1798,136362
2245,Container,Jharkhand,Surat,3400,547584
2246,Cement,Mumbai,Ahmedabad,693,62831
2247,Limestone,Ahmedabad,Kolkata,2225,249541
2248,Fertilizer,Mumbai,Surat,1039,62415
2249,Container,Surat,Delhi,3232,529017
2250,Limestone,Kolkata,Surat,4896,507256
2251,Cement,Chennai,Surat,1899,167439
2252,Limestone,Jharkhand,Lucknow,721,78623
2253,Container,Kolkata,Ahmedabad,846,81704
2254,Cement,Mumbai,Ahmedabad,2072,156817
2255,Cement,Chennai,Mumbai,3464,294699
2256,Fertilizer,Mumbai,Bangalore,4893,539982
2257,Coal,Surat,Bangalore,889,10000
2258,Fertilizer,Lucknow,Jharkhand,2035,198269
2259,Limestone,Surat,Ahmedabad,2538,199371
2260,Fertilizer,Jaipur,Jharkhand,895,33954
2261,Container,Mumbai,Surat,3342,544361
2262,Cement,Mumbai,Bangalore,3324,218130
2263,Steel,Lucknow,Ahmedabad,2408,275714
2264,Fertilizer,Kolkata,Mumbai,1801,228254
2265,Fertilizer,Bangalore,Kolkata,3295,337984
2266,Steel,Ahmedabad,Jaipur,825,133300
2267,Cement,Bangalore,Kolkata,1129,90089
2268,Fertilizer,Bangalore,Jharkhand,2859,359928
2269,Container,Bangalore,Kolkata,1847,315542
2270,Limestone,Jharkhand,Surat,3029,327045
2271,Coal,Mumbai,Ahmedabad,832,84008
2272,Coal,Lucknow,Bangalore,3556,242562
2273,Fertilizer,Ahmedabad,Mumbai,800,88957
2274,Steel,Jaipur,Delhi,2979,430434
2275,Container,Surat,Kolkata,1845,326293
2276,Container,Bangalore,Kolkata,2049,317967
2277,Coal,Lucknow,Surat,3143,259643
2278,Limestone,Mumbai,Delhi,2082,232537
2279,Limestone,Kolkata,Lucknow,3451,308355
2280,Container,Chennai,Kolkata,3067,514400
2281,Coal,Surat,Chennai,4562,352307
2282,Limestone,Bangalore,Delhi,1073,149747
2283,Cement,Jharkhand,Kolkata,3516,281147
2284,Fertilizer,Delhi,Surat,1029,95804
2285,Cement,Chennai,Surat,1656,65790
2286,Fertilizer,Ahmedabad,Jharkhand,1435,142526
2287,Coal,Jaipur,Ahmedabad,2710,220718
2288,Steel,Chennai,Jaipur,4497,612603
2289,Steel,Bangalore,Jaipur,2186,269737
2290,Fertilizer,Jaipur,Surat,2439,254949
2291,Fertilizer,Jharkhand,Surat,1733,198127
2292,Fertilizer,Mumbai,Bangalore,644,54989
2293,Container,Bangalore,Delhi,1745,215776
2294,Steel,Jaipur,Lucknow,3025,455970
2295,Limestone,Bangalore,Kolkata,2605,243830
2296,Limestone,Mumbai,Lucknow,4406,428648
2297,Limestone,Jharkhand,Bangalore,1895,151519
2298,Container,Jaipur,Ahmedabad,3633,621944
2299,Cement,Delhi,Jharkhand,4682,383902
2300,Limestone,Delhi,Jaipur,909,76681
2301,Container,Jaipur,Bangalore,2416,364818
2302,Cement,Kolkata,Jaipur,708,31622
2303,Container,Delhi,Mumbai,4934,761932
2304,Cement,Jaipur,Surat,1031,82729
2305,Coal,Mumbai,Chennai,4566,429629
2306,Cement,Kolkata,Ahmedabad,3504,239097
2307,Limestone,Bangalore,Delhi,2340,178730
2308,Fertilizer,Jaipur,Delhi,2943,307966
2309,Cement,Jharkhand,Jaipur,3665,267358
2310,Limestone,Delhi,Chennai,573,93600
2311,Container,Jaipur,Jharkhand,2182,350421
2312,Coal,Jharkhand,Chennai,2169,157079
2313,Fertilizer,Jaipur,Delhi,2088,202136
2314,Fertilizer,Jaipur,Surat,4781,518451
2315,Coal,Chennai,Delhi,4174,401528
2316,Limestone,Ahmedabad,Mumbai,3682,303413
2317,Coal,Bangalore,Delhi,2280,119794
2318,Limestone,Bangalore,Jharkhand,1435,129058
2319,Coal,Ahmedabad,Chennai,1060,81867
2320,Container,Kolkata,Jharkhand,855,120294
2321,Steel,Kolkata,Lucknow,3078,474278
2322,Limestone,Jaipur,Delhi,2805,289848
2323,Limestone,Mumbai,Surat,2180,229086
2324,Limestone,Jharkhand,Lucknow,2169,151517
2325,Container,Jharkhand,Surat,3882,644514
2326,Coal,Lucknow,Ahmedabad,4817,404003
2327,Container,Bangalore,Surat,3272,473814
2328,Cement,Delhi,Ahmedabad,4400,401891
2329,Steel,Ahmedabad,Mumbai,637,91992
2330,Fertilizer,Surat,Jharkhand,2384,210512
2331,Limestone,Jharkhand,Lucknow,1825,165959
2332,Fertilizer,Lucknow,Mumbai,2136,242057
2333,Container,Lucknow,Jaipur,2910,445194
2334,Container,Jaipur,Mumbai,2619,432957
2335,Limestone,Bangalore,Jharkhand,589,63354
2336,Limestone,Ahmedabad,Jharkhand,2891,269893
2337,Cement,Kolkata,Ahmedabad,3472,286194
2338,Coal,Chennai,Lucknow,2043,156521
2339,Coal,Delhi,Bangalore,3931,358673
2340,Steel,Jharkhand,Kolkata,1912,190320
2341,Coal,Lucknow,Chennai,1341,141523
2342,Cement,Bangalore,Delhi,4275,334586
2343,Fertilizer,Delhi,Lucknow,4995,492350
2344,Coal,Jharkhand,Kolkata,1751,121327
2345,Limestone,Mumbai,Chennai,4933,474157
2346,Cement,Jharkhand,Delhi,4932,434637
2347,Limestone,Ahmedabad,Surat,3448,290835
2348,Limestone,Jharkhand,Delhi,3370,299454
2349,Fertilizer,Delhi,Chennai,2207,247099
2350,Container,Surat,Ahmedabad,3934,632221
2351,Fertilizer,Kolkata,Mumbai,3535,428211
2352,Container,Jaipur,Jharkhand,2052,346252
2353,Steel,Ahmedabad,Jharkhand,1282,164910
2354,Cement,Surat,Kolkata,3357,301810
2355,Coal,Delhi,Ahmedabad,4833,401249
2356,Container,Jaipur,Ahmedabad,3063,530764
2357,Coal,Ahmedabad,Surat,1239,98427
2358,Coal,Bangalore,Delhi,2805,227653
2359,Container,Jharkhand,Chennai,4582,688205
2360,Fertilizer,Jaipur,Jharkhand,2877,328074
2361,Coal,Jharkhand,Kolkata,3028,263286
2362,Coal,Jaipur,Ahmedabad,650,62866
2363,Container,Chennai,Kolkata,1498,222730
2364,Steel,Mumbai,Ahmedabad,1457,149442
2365,Limestone,Ahmedabad,Bangalore,4259,393637
2366,Steel,Bangalore,Jharkhand,3337,507001
2367,Fertilizer,Bangalore,Chennai,2792,311010
2368,Limestone,Kolkata,Bangalore,727,80416
2369,Limestone,Bangalore,Jaipur,637,60789
2370,Container,Bangalore,Kolkata,802,111475
2371,Cement,Ahmedabad,Jaipur,2377,179230
2372,Coal,Delhi,Jharkhand,509,56501
2373,Limestone,Surat,Mumbai,4315,424435
2374,Limestone,Kolkata,Delhi,2523,180122
2375,Cement,Kolkata,Chennai,4750,333880
2376,Cement,Mumbai,Bangalore,2453,186502
2377,Container,Chennai,Lucknow,2637,410033
2378,Fertilizer,Surat,Bangalore,2041,169840
2379,Steel,Bangalore,Delhi,2352,324602
2380,Cement,Jharkhand,Kolkata,2297,166267
2381,Coal,Surat,Delhi,3114,296834
2382,Container,Mumbai,Surat,1826,249730
2383,Limestone,Surat,Bangalore,782,90956
2384,Fertilizer,Jaipur,Delhi,4750,531986
2385,Coal,Lucknow,Jharkhand,2167,171464
2386,Fertilizer,Jharkhand,Lucknow,1364,99757
2387,Steel,Chennai,Jharkhand,1974,339150
2388,Coal,Ahmedabad,Surat,646,26606
2389,Limestone,Delhi,Bangalore,720,15040
2390,Fertilizer,Lucknow,Ahmedabad,2740,315857
2391,Limestone,Ahmedabad,Surat,1321,145734
2392,Fertilizer,Surat,Mumbai,4447,460265
2393,Cement,Bangalore,Surat,1302,102864
2394,Limestone,Lucknow,Mumbai,2935,300594
2395,Limestone,Jharkhand,Ahmedabad,1578,92717
2396,Coal,Lucknow,Jharkhand,4217,369368
2397,Steel,Delhi,Lucknow,4453,632096
2398,Container,Jaipur,Surat,4009,621010
2399,Container,Jaipur,Mumbai,2482,382313
2400,Fertilizer,Mumbai,Chennai,851,78640
2401,Cement,Mumbai,Bangalore,2318,200106
2402,Cement,Lucknow,Jharkhand,4732,399411
2403,Container,Chennai,Kolkata,839,98016
2404,Limestone,Jharkhand,Surat,3722,268692
2405,Cement,Mumbai,Surat,3641,325145
2406,Steel,Ahmedabad,Chennai,1486,193425
2407,Container,Mumbai,Chennai,559,94882
2408,Container,Ahmedabad,Surat,3884,586834
2409,Fertilizer,Mumbai,Chennai,852,123233
2410,Cement,Mumbai,Ahmedabad,3617,294874
2411,Container,Kolkata,Lucknow,4436,770945
2412,Steel,Jharkhand,Jaipur,4307,554195
2413,Coal,Jaipur,Kolkata,3698,389514
2414,Limestone,Jharkhand,Ahmedabad,2998,257546
2415,Coal,Mumbai,Ahmedabad,3378,293909
2416,Steel,Delhi,Lucknow,1258,131894
2417,Steel,Bangalore,Kolkata,4516,652746
2418,Fertilizer,Delhi,Chennai,3872,460295
2419,Fertilizer,Surat,Mumbai,4141,444152
2420,Steel,Jaipur,Bangalore,4591,627109
2421,Container,Mumbai,Lucknow,4731,750738
2422,Fertilizer,Chennai,Lucknow,686,53055
2423,Container,Surat,Ahmedabad,1337,231545
2424,Cement,Jaipur,Kolkata,3260,325899
2425,Cement,Chennai,Kolkata,2937,205462
2426,Steel,Bangalore,Kolkata,2881,427641
2427,Steel,Bangalore,Lucknow,2804,341542
2428,Cement,Surat,Mumbai,1423,123294
2429,Limestone,Jaipur,Delhi,3063,290599
2430,Cement,Mumbai,Ahmedabad,1928,124032
2431,Fertilizer,Mumbai,Bangalore,1552,194082
2432,Coal,Delhi,Jharkhand,3567,308940
2433,Steel,Delhi,Surat,2856,401013
2434,Fertilizer,Ahmedabad,Bangalore,4158,421334
2435,Steel,Ahmedabad,Mumbai,1150,147212
2436,Container,Jharkhand,Lucknow,1514,212886
2437,Fertilizer,Chennai,Mumbai,2572,274051
2438,Steel,Bangalore,Jaipur,642,97690
2439,Fertilizer,Lucknow,Mumbai,2162,240316
2440,Cement,Chennai,Surat,4964,409624
2441,Cement,Jaipur,Jharkhand,4337,294199
2442,Steel,Bangalore,Surat,4163,588384
2443,Coal,Jaipur,Mumbai,899,45372
2444,Container,Lucknow,Surat,3287,549215
2445,Cement,Jharkhand,Bangalore,4055,331234
2446,Cement,Jharkhand,Delhi,929,50905
2447,Container,Kolkata,Surat,576,60414
2448,Steel,Ahmedabad,Jharkhand,4813,607478
2449,Limestone,Bangalore,Chennai,1299,133075
2450,Container,Mumbai,Lucknow,4155,657188
2451,Coal,Chennai,Jharkhand,2333,139893
2452,Coal,Delhi,Ahmedabad,3007,246965
2453,Coal,Surat,Ahmedabad,1616,201321
2454,Fertilizer,Chennai,Jharkhand,3071,244937
2455,Coal,Ahmedabad,Kolkata,3672,358294
2456,Coal,Bangalore,Mumbai,3172,293941
2457,Steel,Mumbai,Surat,3416,486971
2458,Steel,Jaipur,Surat,951,136823
2459,Cement,Jharkhand,Kolkata,4039,306593
2460,Steel,Jharkhand,Kolkata,1978,219305
2461,Container,Surat,Lucknow,4940,724396
2462,Container,Ahmedabad,Bangalore,4081,652484
2463,Container,Jaipur,Surat,4041,641715
2464,Coal,Jaipur,Surat,4250,378745
2465,Coal,Bangalore,Delhi,4164,327920
2466,Limestone,Bangalore,Jaipur,780,52226
2467,Coal,Delhi,Jharkhand,1811,151026
2468,Cement,Lucknow,Bangalore,1206,140834
2469,Container,Jaipur,Ahmedabad,4071,657364
2470,Steel,Jaipur,Surat,3117,424874
2471,Steel,Jaipur,Jharkhand,1980,279500
2472,Limestone,Mumbai,Surat,4225,423513
2473,Limestone,Surat,Bangalore,3513,260919
2474,Container,Chennai,Surat,2439,417477
2475,Cement,Lucknow,Mumbai,4368,363401
2476,Limestone,Jharkhand,Lucknow,1803,200039
2477,Coal,Chennai,Surat,4054,364860
2478,Container,Chennai,Delhi,1783,292379
2479,Cement,Mumbai,Ahmedabad,3854,285630
2480,Fertilizer,Bangalore,Jharkhand,3736,436895
2481,Steel,Jharkhand,Delhi,3905,524793
2482,Steel,Jaipur,Lucknow,2079,296249
2483,Cement,Surat,Lucknow,3037,192596
2484,Limestone,Kolkata,Chennai,1943,154584
2485,Limestone,Mumbai,Bangalore,4645,372547
2486,Cement,Lucknow,Ahmedabad,4107,340639
2487,Fertilizer,Ahmedabad,Chennai,4487,481973
2488,Steel,Surat,Delhi,2006,294441
2489,Fertilizer,Mumbai,Surat,4638,525956
2490,Steel,Jaipur,Jharkhand,2962,421962
2491,Steel,Bangalore,Kolkata,1723,254881
2492,Container,Lucknow,Surat,1299,204080
2493,Coal,Kolkata,Delhi,723,10000
2494,Coal,Delhi,Surat,1340,144107
2495,Cement,Kolkata,Jaipur,2742,230252
2496,Steel,Lucknow,Jaipur,2211,315932
2497,Container,Delhi,Ahmedabad,2613,393322
2498,Cement,Jaipur,Kolkata,4525,399946
2499,Container,Surat,Mumbai,4377,717417
2500,Container,Chennai,Jaipur,4240,685467
2501,Fertilizer,Chennai,Delhi,1284,138275
2502,Limestone,Delhi,Lucknow,3629,343783
2503,Steel,Ahmedabad,Kolkata,1808,249582
2504,Coal,Bangalore,Delhi,2534,204244
2505,Cement,Bangalore,Kolkata,3195,219349
2506,Steel,Kolkata,Lucknow,3957,526509
2507,Steel,Bangalore,Jaipur,3408,491232
2508,Cement,Lucknow,Jharkhand,1151,83348
2509,Container,Mumbai,Lucknow,687,121608
2510,Limestone,Lucknow,Jharkhand,3086,280460
2511,Coal,Jharkhand,Kolkata,3863,330344
2512,Container,Mumbai,Jharkhand,4039,687313
2513,Coal,Bangalore,Kolkata,2352,194158
2514,Fertilizer,Kolkata,Delhi,4864,518299
2515,Fertilizer,Mumbai,Jaipur,4326,500810
2516,Steel,Lucknow,Bangalore,3310,506556
2517,Limestone,Mumbai,Chennai,945,90189
2518,Steel,Surat,Bangalore,4497,638134
2519,Cement,Surat,Mumbai,3205,251178
2520,Fertilizer,Delhi,Surat,1725,159037
2521,Limestone,Mumbai,Jharkhand,3878,389275
2522,Fertilizer,Mumbai,Ahmedabad,507,43447
2523,Steel,Jharkhand,Mumbai,4541,612995
2524,Cement,Lucknow,Ahmedabad,3874,306698
2525,Coal,Delhi,Ahmedabad,1957,169928
2526,Steel,Surat,Ahmedabad,2927,430846
2527,Fertilizer,Delhi,Surat,4577,491136
2528,Container,Delhi,Ahmedabad,4412,730162
2529,Container,Surat,Chennai,2482,368217
2530,Cement,Mumbai,Delhi,1576,150848
2531,Container,Kolkata,Jaipur,1850,299252
2532,Limestone,Bangalore,Mumbai,1468,90795
2533,Steel,Mumbai,Bangalore,820,99605
2534,Container,Ahmedabad,Jaipur,3522,590018
2535,Limestone,Ahmedabad,Chennai,3748,345012
2536,Container,Surat,Jharkhand,4914,773842
2537,Container,Lucknow,Kolkata,3505,574181
2538,Cement,Chennai,Delhi,3282,260240
2539,Cement,Mumbai,Kolkata,1947,131333
2540,Limestone,Kolkata,Bangalore,4877,442707
2541,Coal,Surat,Chennai,1206,135049
2542,Limestone,Jaipur,Lucknow,2486,229824
2543,Container,Mumbai,Chennai,543,94903
2544,Coal,Bangalore,Delhi,1323,115778
2545,Coal,Jharkhand,Surat,3583,364410
2546,Fertilizer,Jaipur,Ahmedabad,1217,134895
2547,Container,Chennai,Delhi,1320,197494
2548,Coal,Delhi,Ahmedabad,985,119857
2549,Limestone,Surat,Chennai,3930,353147
2550,Cement,Kolkata,Chennai,900,46819
2551,Steel,Jaipur,Jharkhand,4270,536831
2552,Limestone,Lucknow,Jaipur,3325,269119
2553,Limestone,Chennai,Lucknow,2416,214216
2554,Container,Mumbai,Surat,4161,590650
2555,Fertilizer,Bangalore,Jharkhand,1450,144979
2556,Limestone,Delhi,Kolkata,3263,301169
2557,Limestone,Mumbai,Bangalore,581,46814
2558,Fertilizer,Surat,Mumbai,2861,293405
2559,Container,Mumbai,Bangalore,1832,276148
2560,Fertilizer,Jharkhand,Delhi,4658,520132
2561,Container,Jharkhand,Jaipur,3484,518220
2562,Steel,Mumbai,Bangalore,632,64222
2563,Container,Kolkata,Mumbai,3352,534473
2564,Fertilizer,Mumbai,Jharkhand,1171,147413
2565,Coal,Jharkhand,Delhi,2524,198947
2566,Steel,Jharkhand,Lucknow,3715,497599
2567,Limestone,Kolkata,Mumbai,1730,191395
2568,Coal,Kolkata,Mumbai,1809,222711
2569,Container,Surat,Bangalore,736,151908
2570,Limestone,Jharkhand,Ahmedabad,4974,451516
2571,Limestone,Chennai,Kolkata,4142,399490
2572,Fertilizer,Jharkhand,Bangalore,2803,337820
2573,Limestone,Jaipur,Surat,3549,322912
2574,Cement,Bangalore,Lucknow,4551,309328
2575,Limestone,Jharkhand,Kolkata,576,10000
2576,Fertilizer,Kolkata,Jharkhand,2038,178129
2577,Coal,Kolkata,Jaipur,3950,363554
2578,Coal,Chennai,Jaipur,895,80623
2579,Steel,Jharkhand,Lucknow,4318,623590
2580,Limestone,Mumbai,Chennai,836,63658
2581,Fertilizer,Ahmedabad,Chennai,4732,532508
2582,Coal,Jharkhand,Surat,4718,458235
2583,Cement,Chennai,Kolkata,2644,191065
2584,Steel,Surat,Chennai,1050,126367
2585,Coal,Kolkata,Mumbai,4671,422858
2586,Limestone,Surat,Ahmedabad,2278,223655
2587,Fertilizer,Mumbai,Surat,4196,427760
2588,Limestone,Bangalore,Surat,3483,314321
2589,Fertilizer,Lucknow,Mumbai,3024,362680
2590,Steel,Delhi,Bangalore,1427,214664
2591,Container,Jaipur,Lucknow,3300,561138
2592,Cement,Jaipur,Surat,4801,367851
2593,Container,Delhi,Mumbai,2042,314672
2594,Coal,Lucknow,Jaipur,2388,242296
2595,Limestone,Jharkhand,Lucknow,3150,343144
2596,Limestone,Kolkata,Mumbai,1336,137944
2597,Steel,Jharkhand,Kolkata,1770,253629
2598,Coal,Bangalore,Jharkhand,2833,283966
2599,Container,Jharkhand,Bangalore,1724,245313
2600,Container,Ahmedabad,Jaipur,2563,401848
2601,Steel,Jharkhand,Bangalore,3387,429806
2602,Cement,Delhi,Surat,2045,171404
2603,Coal,Kolkata,Jaipur,1210,111732
2604,Coal,Chennai,Delhi,3136,297470
2605,Steel,Jaipur,Kolkata,937,69512
2606,Container,Bangalore,Kolkata,1882,269352
2607,Limestone,Bangalore,Jaipur,4406,415436
2608,Container,Chennai,Surat,4072,622141
2609,Cement,Mumbai,Lucknow,1333,65451
2610,Cement,Delhi,Ahmedabad,3227,229201
2611,Fertilizer,Delhi,Jaipur,4304,483840
2612,Limestone,Ahmedabad,Chennai,2803,227315
2613,Fertilizer,Jharkhand,Kolkata,3495,402500
2614,Limestone,Kolkata,Mumbai,4603,486363
2615,Fertilizer,Mumbai,Ahmedabad,1640,208350
2616,Coal,Jaipur,Mumbai,2394,239323
2617,Cement,Bangalore,Mumbai,631,17512
2618,Cement,Lucknow,Surat,836,95012
2619,Coal,Jharkhand,Bangalore,4849,420726
2620,Coal,Jharkhand,Surat,1869,129465
2621,Fertilizer,Kolkata,Chennai,2622,264940
2622,Container,Lucknow,Jharkhand,1064,166041
2623,Fertilizer,Delhi,Surat,1433,179235
2624,Limestone,Jharkhand,Kolkata,3558,329304
2625,Steel,Delhi,Lucknow,839,120090
2626,Cement,Jaipur,Mumbai,3954,280907
2627,Fertilizer,Jharkhand,Surat,2873,294746
2628,Cement,Surat,Mumbai,2791,225528
2629,Limestone,Surat,Mumbai,1363,108859
2630,Cement,Lucknow,Bangalore,4517,408036
2631,Fertilizer,Mumbai,Bangalore,661,50354
2632,Limestone,Delhi,Jharkhand,2379,221597
2633,Cement,Chennai,Lucknow,1930,129889
2634,Cement,Surat,Chennai,1998,149051
2635,Fertilizer,Jharkhand,Lucknow,2253,271704
2636,Steel,Bangalore,Chennai,1471,177297
2637,Steel,Jharkhand,Surat,1501,188418
2638,Container,Bangalore,Lucknow,3210,464399
2639,Fertilizer,Lucknow,Bangalore,3188,296639
2640,Steel,Jharkhand,Jaipur,2648,354826
2641,Container,Jharkhand,Delhi,3851,592061
2642,Limestone,Kolkata,Chennai,3266,291876
2643,Steel,Bangalore,Jaipur,1957,233166
2644,Fertilizer,Surat,Kolkata,2205,267116
2645,Fertilizer,Bangalore,Chennai,2719,307260
2646,Container,Ahmedabad,Chennai,1965,290186
2647,Cement,Delhi,Surat,2596,203551
2648,Limestone,Mumbai,Jharkhand,2724,304179
2649,Fertilizer,Jaipur,Surat,3043,302900
2650,Steel,Delhi,Bangalore,1400,210828
2651,Coal,Kolkata,Bangalore,3254,316896
2652,Cement,Delhi,Bangalore,3682,321432
2653,Container,Chennai,Surat,1443,236216
2654,Coal,Kolkata,Jharkhand,4205,412120
2655,Container,Jaipur,Bangalore,4778,743313
2656,Container,Surat,Bangalore,2156,408565
2657,Container,Lucknow,Mumbai,3676,633837
2658,Container,Lucknow,Chennai,4467,712662
2659,Steel,Kolkata,Surat,3119,447970
2660,Cement,Ahmedabad,Kolkata,4942,424314
2661,Limestone,Delhi,Lucknow,3189,296787
2662,Cement,Mumbai,Chennai,1177,99115
2663,Steel,Chennai,Kolkata,3627,476821
2664,Fertilizer,Bangalore,Lucknow,1556,161221
2665,Limestone,Jharkhand,Kolkata,4993,427362
2666,Cement,Mumbai,Chennai,2829,232768
2667,Cement,Chennai,Ahmedabad,4485,385105
2668,Fertilizer,Delhi,Jharkhand,4205,483023
2669,Fertilizer,Mumbai,Bangalore,1823,221078
2670,Limestone,Lucknow,Kolkata,3624,364041
2671,Fertilizer,Ahmedabad,Jaipur,3273,345211
2672,Steel,Surat,Mumbai,4131,559217
2673,Limestone,Surat,Delhi,840,111199
2674,Cement,Jaipur,Jharkhand,1806,112195
2675,Coal,Delhi,Kolkata,3843,359886
2676,Fertilizer,Kolkata,Lucknow,687,82705
2677,Limestone,Kolkata,Mumbai,3081,306881
2678,Steel,Delhi,Chennai,3218,459322
2679,Container,Delhi,Jharkhand,989,173847
2680,Steel,Bangalore,Delhi,4333,571396
2681,Steel,Bangalore,Surat,4241,617662
2682,Steel,Jharkhand,Kolkata,4978,661252
2683,Limestone,Lucknow,Bangalore,2078,133855
2684,Fertilizer,Bangalore,Jharkhand,3999,464250
2685,Limestone,Kolkata,Surat,4718,388929
2686,Limestone,Jharkhand,Lucknow,1815,114657
2687,Container,Mumbai,Bangalore,3703,558768
2688,Container,Bangalore,Jaipur,3340,584440
2689,Cement,Jharkhand,Bangalore,1411,115104
2690,Container,Jharkhand,Chennai,1416,177343
2691,Container,Jaipur,Delhi,4241,699520
2692,Cement,Lucknow,Bangalore,2517,141126
2693,Container,Surat,Chennai,3510,565529
2694,Container,Bangalore,Chennai,979,157303
2695,Fertilizer,Surat,Mumbai,1479,133270
2696,Fertilizer,Ahmedabad,Jaipur,3960,431741
2697,Coal,Ahmedabad,Surat,4753,442902
2698,Limestone,Jharkhand,Ahmedabad,1710,165527
2699,Container,Kolkata,Bangalore,4579,738355
2700,Fertilizer,Mumbai,Surat,3963,363884
2701,Container,Jharkhand,Chennai,3960,558153
2702,Steel,Jharkhand,Bangalore,1428,160999
2703,Fertilizer,Delhi,Jharkhand,2907,300105
2704,Coal,Kolkata,Mumbai,2948,249963
2705,Container,Lucknow,Jaipur,3906,592936
2706,Cement,Jharkhand,Bangalore,781,58572
2707,Cement,Mumbai,Chennai,4363,328043
2708,Limestone,Mumbai,Bangalore,4186,349872
2709,Fertilizer,Lucknow,Jaipur,3536,363278
2710,Cement,Jharkhand,Kolkata,4713,368015
2711,Cement,Ahmedabad,Kolkata,1182,138791
2712,Fertilizer,Delhi,Lucknow,2176,237929
2713,Coal,Delhi,Ahmedabad,1821,141824
2714,Steel,Bangalore,Surat,4291,566168
2715,Limestone,Lucknow,Mumbai,2903,260321
2716,Steel,Kolkata,Bangalore,3659,534847
2717,Cement,Kolkata,Mumbai,3644,255794
2718,Cement,Jaipur,Surat,2953,221137
2719,Fertilizer,Jaipur,Ahmedabad,3304,336069
2720,Coal,Kolkata,Ahmedabad,3603,291700
2721,Steel,Jaipur,Jharkhand,1855,211781
2722,Container,Ahmedabad,Bangalore,3832,606433
2723,Fertilizer,Mumbai,Surat,4355,509953
2724,Coal,Chennai,Kolkata,1637,168317
2725,Fertilizer,Jharkhand,Surat,948,62436
2726,Cement,Mumbai,Kolkata,4681,372277
2727,Fertilizer,Mumbai,Jharkhand,3122,351712
2728,Limestone,Surat,Delhi,2066,185707
2729,Steel,Jaipur,Jharkhand,3239,495295
2730,Limestone,Chennai,Delhi,2450,242949
2731,Steel,Jaipur,Kolkata,3485,428269
2732,Coal,Bangalore,Jaipur,983,123679
2733,Cement,Mumbai,Bangalore,4324,328842
2734,Coal,Ahmedabad,Jharkhand,2638,219417
2735,Container,Delhi,Jharkhand,1742,258474
2736,Limestone,Bangalore,Surat,2869,225638
2737,Cement,Bangalore,Delhi,3824,254712
2738,Steel,Jharkhand,Lucknow,1114,117803
2739,Steel,Chennai,Jharkhand,2906,456193
2740,Limestone,Kolkata,Jaipur,4404,438014
2741,Limestone,Jaipur,Jharkhand,1408,118190
2742,Steel,Jharkhand,Delhi,3700,498865
2743,Steel,Lucknow,Surat,1183,178389
2744,Limestone,Lucknow,Kolkata,4531,456796
2745,Coal,Surat,Ahmedabad,1581,166673
2746,Fertilizer,Kolkata,Lucknow,750,45410
2747,Limestone,Surat,Chennai,4939,453867
2748,Fertilizer,Mumbai,Surat,4264,570091
